Identification,Latitude,Longitude,Time of Observation,Ice Accretion On Ship,Thickness of Ice Accretion On Ship,Rate of Ice Accretion on Ship,Sea Level Pressure,Characteristics of Pressure Tendency,Pressure Tendency,Air Temperature,Wet Bulb Temperature,Dew Point Temperature,Sea Surface Temperature,Wave Direction,Wave Period,Wave Height,Swell Direction,Swell Period,Swell Height,Total Cloud Amount,Low Cloud Amount,Low Cloud Type,Cloud Height Indicator,Cloud Height,Middle Cloud Type,High Cloud Type,Visibility,Visibility Indicator,Present Weather,Past Weather,Wind Direction,Wind Speed
44255, 47.3, 303.0,2010-08-02T21:00:00, , , ,30.13,7,0.02,61.9, , ,59.7, , 9, 2,33, , , , , , ,A, , , , , , , 50, 30
44255, 47.3, 303.0,2010-08-02T22:00:00, , , ,30.12,7,0.04,61.2, , ,59.2, , 8, 2,33, , , , , , ,A, , , , , , , 60, 20
44255, 47.3, 303.0,2010-08-02T23:00:00, , , ,30.12,7,0.03,61.0, , ,59.2, , 9, 2,33, , , , , , ,A, , , , , , , 60, 20
44255, 47.3, 303.0,2010-08-03T00:00:00, , , ,30.11,7,0.03,61.9, , ,59.0, , 8, 2,33, , , , , , ,A, , , , , , , 90, 40
44255, 47.3, 303.0,2010-08-03T01:00:00, , , ,30.09,7,0.03,61.3, , ,58.8, , 8, 2,33, , , , , , ,A, , , , , , ,120, 60
44255, 47.3, 303.0,2010-08-03T02:00:00, , , ,30.06,7,0.05,61.2, , ,58.3, , 9, 2,33, , , , , , ,A, , , , , , ,100, 80
44255, 47.3, 303.0,2010-08-03T03:00:00, , , ,30.05,7,0.05,59.9, , ,58.1, , 8, 2,33, , , , , , ,A, , , , , , , 90, 80
44255, 47.3, 303.0,2010-08-03T04:00:00, , , ,30.03,7,0.06,59.5, , ,57.7, , 9, 2,33, , , , , , ,A, , , , , , , 70, 90
44255, 47.3, 303.0,2010-08-03T05:00:00, , , ,30.00,7,0.06,59.9, , ,57.6, ,10, 2,33, , , , , , ,A, , , , , , , 70, 80
44255, 47.3, 303.0,2010-08-03T06:00:00, , , ,30.00,7,0.05,59.0, , ,57.7, , 9, 2,33, , , , , , ,A, , , , , , , 40, 30
44255, 47.3, 303.0,2010-08-03T07:00:00, , , ,29.98,7,0.04,57.7, , ,57.7, , 9, 2,33, , , , , , ,A, , , , , , , 30, 40
44255, 47.3, 303.0,2010-08-03T08:00:00, , , ,29.96,7,0.04,57.9, , ,57.7, , 8, 2,33, , , , , , ,A, , , , , , , 30, 60
44255, 47.3, 303.0,2010-08-03T09:00:00, , , ,29.97,7,0.03,58.5, , ,57.7, , 8, 2,33, , , , , , ,A, , , , , , , 20, 50
44255, 47.3, 303.0,2010-08-03T10:00:00, , , ,29.98,7,0.01,58.6, , ,57.7, , 8, 2,33, , , , , , ,A, , , , , , ,360, 50
44255, 47.3, 303.0,2010-08-03T11:00:00, , , ,29.98,2,0.01,59.0, , ,57.7, , 9, 2,33, , , , , , ,A, , , , , , ,350, 60
44255, 47.3, 303.0,2010-08-03T12:00:00, , , ,29.98,2,0.01,59.4, , ,57.7, , 9, 2,33, , , , , , ,A, , , , , , ,350, 50
44255, 47.3, 303.0,2010-08-03T13:00:00, , , ,30.00,2,0.02,59.7, , ,57.9, , 8, 2,33, , , , , , ,A, , , , , , ,330, 40
44255, 47.3, 303.0,2010-08-03T14:00:00, , , ,30.00,2,0.02,59.9, , ,58.1, , 9, 2,33, , , , , , ,A, , , , , , ,320, 30
44255, 47.3, 303.0,2010-08-03T15:00:00, , , ,30.01,2,0.03,60.4, , ,58.6, , 9, 2,33, , , , , , ,A, , , , , , ,280, 20
44255, 47.3, 303.0,2010-08-03T16:00:00, , , ,30.00,2,0.01,61.0, , ,59.0, , 8, 2,33, , , , , , ,A, , , , , , ,280, 30
44255, 47.3, 303.0,2010-08-03T17:00:00, , , ,29.99,7,0.01,61.2, , ,59.4, , 8, 1,33, , , , , , ,A, , , , , , ,270, 30
44255, 47.3, 303.0,2010-08-03T18:00:00, , , ,29.99,7,0.02,61.5, , ,59.9, , 8, 1,33, , , , , , ,A, , , , , , ,260, 40
44255, 47.3, 303.0,2010-08-03T19:00:00, , , ,30.00,4,0.00,61.3, , ,60.1, , 9, 2,33, , , , , , ,A, , , , , , ,270, 50
44255, 47.3, 303.0,2010-08-03T20:00:00, , , ,30.00,2,0.01,61.5, , ,59.9, , 8, 2,33, , , , , , ,A, , , , , , ,280, 40
44255, 47.3, 303.0,2010-08-03T21:00:00, , , ,30.00,2,0.01,61.2, , ,59.7, , 8, 2,33, , , , , , ,A, , , , , , ,270, 40
44255, 47.3, 303.0,2010-08-03T22:00:00, , , ,30.01,2,0.00,61.0, , ,59.7, , 8, 2,33, , , , , , ,A, , , , , , ,270, 40
44255, 47.3, 303.0,2010-08-03T23:00:00, , , ,30.01,2,0.00,60.6, , ,59.7, , 8, 2,33, , , , , , ,A, , , , , , ,230, 50
44255, 47.3, 303.0,2010-08-04T00:00:00, , , ,30.01,2,0.01,61.0, , ,59.5, , 8, 2,33, , , , , , ,A, , , , , , ,240, 60
44255, 47.3, 303.0,2010-08-04T01:00:00, , , ,30.01,2,0.01,61.2, , ,59.5, , 8, 2,33, , , , , , ,A, , , , , , ,250, 60
44255, 47.3, 303.0,2010-08-04T02:00:00, , , ,30.00,7,0.01,61.0, , ,59.4, , 8, 2,33, , , , , , ,A, , , , , , ,240, 40
44255, 47.3, 303.0,2010-08-04T03:00:00, , , ,30.01,7,0.00,61.0, , ,59.2, , 7, 2,33, , , , , , ,A, , , , , , ,240, 50
44255, 47.3, 303.0,2010-08-04T04:00:00, , , ,30.00,7,0.01,60.6, , ,59.0, , 8, 2,33, , , , , , ,A, , , , , , ,230, 40
44255, 47.3, 303.0,2010-08-04T05:00:00, , , ,29.99,7,0.01,60.3, , ,59.0, , 9, 3,33, , , , , , ,A, , , , , , ,210, 30
44255, 47.3, 303.0,2010-08-04T06:00:00, , , ,29.98,7,0.03,60.3, , ,59.0, , 9, 2,33, , , , , , ,A, , , , , , ,220, 30
44255, 47.3, 303.0,2010-08-04T07:00:00, , , ,29.97,7,0.03,60.6, , ,59.2, ,10, 2,33, , , , , , ,A, , , , , , ,180, 20
44255, 47.3, 303.0,2010-08-04T08:00:00, , , ,29.98,7,0.01,60.4, , ,59.2, , 9, 2,33, , , , , , ,A, , , , , , ,220, 20
44255, 47.3, 303.0,2010-08-04T09:00:00, , , ,29.97,7,0.01,60.3, , ,59.2, , 9, 2,33, , , , , , ,A, , , , , , ,170, 10
44255, 47.3, 303.0,2010-08-04T10:00:00, , , ,29.97,4,0.00,60.3, , ,59.2, , 8, 2,33, , , , , , ,A, , , , , , ,160, 30
44255, 47.3, 303.0,2010-08-04T11:00:00, , , ,29.97,7,0.02,60.4, , ,59.4, , 8, 2,33, , , , , , ,A, , , , , , ,140, 20
44255, 47.3, 303.0,2010-08-04T12:00:00, , , ,29.96,7,0.01,60.8, , ,59.4, , 9, 2,33, , , , , , ,A, , , , , , ,200, 20
44255, 47.3, 303.0,2010-08-04T13:00:00, , , ,29.96,7,0.01,61.2, , ,59.5, ,10, 2,33, , , , , , ,A, , , , , , ,190, 10
44255, 47.3, 303.0,2010-08-04T14:00:00, , , ,29.94,7,0.02,61.2, , ,59.4, ,10, 2,33, , , , , , ,A, , , , , , ,210, 30
44255, 47.3, 303.0,2010-08-04T15:00:00, , , ,29.93,7,0.03,61.2, , ,59.4, , 8, 2,33, , , , , , ,A, , , , , , ,190, 40
44255, 47.3, 303.0,2010-08-04T16:00:00, , , ,29.91,7,0.05,61.0, , ,59.5, , 9, 2,33, , , , , , ,A, , , , , , ,200, 40
44255, 47.3, 303.0,2010-08-04T17:00:00, , , ,29.88,7,0.06,61.3, , ,59.5, , 8, 2,33, , , , , , ,A, , , , , , ,180, 50
44255, 47.3, 303.0,2010-08-04T18:00:00, , , ,29.86,7,0.07,61.9, , ,59.4, , 9, 2,33, , , , , , ,A, , , , , , ,220, 70
44255, 47.3, 303.0,2010-08-04T19:00:00, , , ,29.85,7,0.05,61.9, , ,59.2, ,10, 2,33, , , , , , ,A, , , , , , ,230, 90
44255, 47.3, 303.0,2010-08-04T20:00:00, , , ,29.85,7,0.04,61.5, , ,58.8, , 8, 3,33, , , , , , ,A, , , , , , ,220,100
44255, 47.3, 303.0,2010-08-04T21:00:00, , , ,29.84,7,0.03,61.3, , ,58.6, , 9, 4,33, , , , , , ,A, , , , , , ,210, 90
44255, 47.3, 303.0,2010-08-04T22:00:00, , , ,29.83,7,0.02,61.3, , ,58.5, , 8, 4,33, , , , , , ,A, , , , , , ,210, 80
44255, 47.3, 303.0,2010-08-04T23:00:00, , , ,29.82,7,0.03,61.0, , ,58.5, , 6, 3,33, , , , , , ,A, , , , , , ,210, 90
44255, 47.3, 303.0,2010-08-05T00:00:00, , , ,29.82,7,0.01,60.8, , ,58.5, , 6, 3,33, , , , , , ,A, , , , , , ,200, 80
44255, 47.3, 303.0,2010-08-05T01:00:00, , , ,29.82,7,0.02,60.3, , ,58.3, , 6, 3,33, , , , , , ,A, , , , , , ,200, 80
44255, 47.3, 303.0,2010-08-05T02:00:00, , , ,29.80,7,0.02,60.3, , ,58.3, , 6, 3,33, , , , , , ,A, , , , , , ,180, 70
